INDEX;MESS_DATUM;LUFTTEMP_INT;LUFTTEMP_FLOAT;LUFTFEUCHTIGKEIT;
151640;2018011315;170;17,0;64;
151641;2018011314;170;17,0;65;
151642;2018011313;170;17,0;67;
151643;2018011312;170;17,0;70;
151644;2018011311;170;17,0;74;
151645;2018011310;170;17,0;73;
151646;2018011309;170;17,0;76;
151647;2018011308;170;17,0;77;
151648;2018011307;170;17,0;81;
151649;2018011306;170;17,0;82;
151650;2018011305;170;17,0;85;
151651;2018011304;170;17,0;86;
151652;2018011303;170;17,0;87;
151653;2018011302;170;17,0;87;
151654;2018011301;170;17,0;89;
151655;2018011300;170;17,0;90;
151656;2018011223;170;17,0;89;
151657;2018011222;170;17,0;91;
151658;2018011221;170;17,0;93;
151659;2018011220;170;17,0;93;
151660;2018011219;170;17,0;90;
151661;2018011218;170;17,0;90;
151662;2018011217;170;17,0;93;
151663;2018011216;170;17,0;92;
151664;2018011215;170;17,0;92;
151665;2018011214;170;17,0;92;
151666;2018011213;170;17,0;91;
151667;2018011212;170;17,0;91;
151668;2018011211;170;17,0;90;
151669;2018011210;170;17,0;91;
151670;2018011209;170;17,0;91;
151671;2018011208;170;17,0;92;
151672;2018011207;170;17,0;94;
151673;2018011206;170;17,0;98;
151674;2018011205;170;17,0;98;
151675;2018011204;170;17,0;98;
151676;2018011203;170;17,0;96;
151677;2018011202;170;17,0;96;
151678;2018011201;170;17,0;97;
151679;2018011200;170;17,0;96;
151680;2018011123;170;17,0;94;
151681;2018011122;170;17,0;97;
151682;2018011121;170;17,0;96;
151683;2018011120;170;17,0;95;
151684;2018011119;170;17,0;96;
151685;2018011118;170;17,0;94;
151686;2018011117;170;17,0;97;
151687;2018011116;170;17,0;93;
151688;2018011115;170;17,0;95;
151689;2018011114;170;17,0;93;
151690;2018011113;170;17,0;93;
151691;2018011112;170;17,0;94;
151692;2018011111;170;17,0;95;
151693;2018011110;170;17,0;96;
151694;2018011109;170;17,0;95;
151695;2018011108;170;17,0;94;
151696;2018011107;170;17,0;97;
151697;2018011106;170;17,0;97;
151698;2018011105;170;17,0;94;
151699;2018011104;170;17,0;96;
151700;2018011103;170;17,0;95;
151701;2018011102;170;17,0;98;
151702;2018011101;170;17,0;99;
151703;2018011100;170;17,0;100;
151704;2018011023;170;17,0;100;
151705;2018011022;170;17,0;100;
151706;2018011021;170;17,0;100;
151707;2018011020;170;17,0;99;
151708;2018011019;170;17,0;99;
151709;2018011018;170;17,0;99;
151710;2018011017;170;17,0;100;
151711;2018011016;170;17,0;100;
151712;2018011015;170;17,0;97;
151713;2018011014;170;17,0;98;
151714;2018011013;170;17,0;95;
151715;2018011012;170;17,0;98;
151716;2018011011;170;17,0;99;
151717;2018011010;170;17,0;99;
151718;2018011009;170;17,0;100;
151719;2018011008;170;17,0;100;
151720;2018011007;170;17,0;100;
151721;2018011006;170;17,0;99;
151722;2018011005;170;17,0;98;
151723;2018011004;170;17,0;97;
151724;2018011003;170;17,0;95;
151725;2018011002;170;17,0;93;
151726;2018011001;170;17,0;89;
151727;2018011000;170;17,0;75;
151728;2018010923;170;17,0;69;
151729;2018010922;170;17,0;67;
151730;2018010921;170;17,0;63;
151731;2018010920;170;17,0;59;
151732;2018010919;170;17,0;57;
151733;2018010918;170;17,0;56;
151734;2018010917;170;17,0;56;
151735;2018010916;170;17,0;54;
151736;2018010915;170;17,0;50;
151737;2018010914;170;17,0;48;
151738;2018010913;170;17,0;46;
151739;2018010912;170;17,0;47;
151740;2018010911;170;17,0;48;
151741;2018010910;170;17,0;48;
151742;2018010909;170;17,0;46;
151743;2018010908;170;17,0;42;
151744;2018010907;170;17,0;41;
151745;2018010906;170;17,0;42;
151746;2018010905;170;17,0;45;
151747;2018010904;170;17,0;49;
151748;2018010903;170;17,0;54;
151749;2018010902;170;17,0;58;
151750;2018010901;170;17,0;59;
151751;2018010900;170;17,0;57;
151752;2018010823;170;17,0;56;
151753;2018010822;170;17,0;58;
151754;2018010821;170;17,0;56;
151755;2018010820;170;17,0;57;
151756;2018010819;170;17,0;56;
151757;2018010818;170;17,0;54;
151758;2018010817;170;17,0;53;
151759;2018010816;170;17,0;50;
151760;2018010815;170;17,0;48;
151761;2018010814;170;17,0;38;
151762;2018010813;170;17,0;35;
151763;2018010812;170;17,0;41;
151764;2018010811;170;17,0;43;
151765;2018010810;170;17,0;55;
151766;2018010809;170;17,0;70;
151767;2018010808;170;17,0;79;
151768;2018010807;170;17,0;81;
151769;2018010806;170;17,0;82;
151770;2018010805;170;17,0;80;
151771;2018010804;170;17,0;83;
151772;2018010803;170;17,0;85;
151773;2018010802;170;17,0;84;
151774;2018010801;170;17,0;85;
151775;2018010800;170;17,0;84;
151776;2018010723;170;17,0;82;
151777;2018010722;170;17,0;80;
151778;2018010721;170;17,0;79;
151779;2018010720;170;17,0;79;
151780;2018010719;170;17,0;78;
151781;2018010718;170;17,0;77;
151782;2018010717;170;17,0;76;
151783;2018010716;170;17,0;74;
151784;2018010715;170;17,0;71;
151785;2018010714;170;17,0;70;
151786;2018010713;170;17,0;71;
151787;2018010712;170;17,0;69;
151788;2018010711;170;17,0;70;
151789;2018010710;170;17,0;72;
151790;2018010709;170;17,0;74;
151791;2018010708;170;17,0;76;
151792;2018010707;170;17,0;79;
151793;2018010706;170;17,0;78;
151794;2018010705;170;17,0;77;
151795;2018010704;170;17,0;76;
151796;2018010703;170;17,0;75;
151797;2018010702;170;17,0;80;
151798;2018010701;170;17,0;79;
151799;2018010700;170;17,0;79;
151800;2018010623;170;17,0;87;
151801;2018010622;170;17,0;86;
151802;2018010621;170;17,0;82;
151803;2018010620;170;17,0;81;
151804;2018010619;170;17,0;77;
151805;2018010618;170;17,0;76;
151806;2018010617;170;17,0;76;
151807;2018010616;170;17,0;74;
151808;2018010615;170;17,0;72;
151809;2018010614;170;17,0;69;
151810;2018010613;170;17,0;70;
151811;2018010612;170;17,0;69;
151812;2018010611;170;17,0;71;
151813;2018010610;170;17,0;75;
151814;2018010609;170;17,0;78;
151815;2018010608;170;17,0;83;
151816;2018010607;170;17,0;88;
151817;2018010606;170;17,0;89;
151818;2018010605;170;17,0;89;
151819;2018010604;170;17,0;85;
151820;2018010603;170;17,0;86;
151821;2018010602;170;17,0;86;
151822;2018010601;170;17,0;89;
151823;2018010600;170;17,0;90;
151824;2018010523;170;17,0;87;
151825;2018010522;170;17,0;86;
151826;2018010521;170;17,0;83;
151827;2018010520;170;17,0;78;
151828;2018010519;170;17,0;74;
151829;2018010518;170;17,0;75;
151830;2018010517;170;17,0;73;
151831;2018010516;170;17,0;70;
151832;2018010515;170;17,0;68;
151833;2018010514;170;17,0;73;
151834;2018010513;170;17,0;75;
151835;2018010512;170;17,0;69;
151836;2018010511;170;17,0;67;
151837;2018010510;170;17,0;68;
151838;2018010509;170;17,0;68;
151839;2018010508;170;17,0;68;
151840;2018010507;170;17,0;69;
151841;2018010506;170;17,0;65;
151842;2018010505;170;17,0;62;
151843;2018010504;170;17,0;67;
151844;2018010503;170;17,0;82;
151845;2018010502;170;17,0;84;
151846;2018010501;170;17,0;90;
151847;2018010500;170;17,0;92;
151848;2018010423;170;17,0;90;
151849;2018010422;171;17,1;91;
151850;2018010421;171;17,1;84;
151851;2018010420;171;17,1;81;
151852;2018010419;171;17,1;81;
151853;2018010418;171;17,1;82;
151854;2018010417;171;17,1;85;
151855;2018010416;171;17,1;82;
151856;2018010415;171;17,1;79;
151857;2018010414;171;17,1;77;
151858;2018010413;171;17,1;72;
151859;2018010412;171;17,1;72;
151860;2018010411;171;17,1;77;
151861;2018010410;171;17,1;80;
151862;2018010409;171;17,1;83;
151863;2018010408;171;17,1;85;
151864;2018010407;171;17,1;88;
151865;2018010406;171;17,1;82;
151866;2018010405;171;17,1;80;
151867;2018010404;171;17,1;78;
151868;2018010403;171;17,1;80;
151869;2018010402;171;17,1;78;
151870;2018010401;171;17,1;79;
151871;2018010400;171;17,1;73;
151872;2018010323;171;17,1;75;
151873;2018010322;171;17,1;80;
151874;2018010321;171;17,1;81;
151875;2018010320;171;17,1;84;
151876;2018010319;171;17,1;87;
151877;2018010318;171;17,1;87;
151878;2018010317;171;17,1;84;
151879;2018010316;171;17,1;87;
151880;2018010315;171;17,1;74;
151881;2018010314;171;17,1;73;
151882;2018010313;171;17,1;80;
151883;2018010312;171;17,1;88;
151884;2018010311;171;17,1;90;
151885;2018010310;171;17,1;93;
151886;2018010309;171;17,1;94;
151887;2018010308;171;17,1;95;
151888;2018010307;171;17,1;95;
151889;2018010306;171;17,1;91;
151890;2018010305;171;17,1;85;
151891;2018010304;171;17,1;85;
151892;2018010303;171;17,1;85;
151893;2018010302;171;17,1;88;
151894;2018010301;171;17,1;88;
151895;2018010300;171;17,1;88;
151896;2018010223;171;17,1;86;
151897;2018010222;171;17,1;89;
151898;2018010221;171;17,1;86;
151899;2018010220;171;17,1;85;
151900;2018010219;171;17,1;85;
151901;2018010218;171;17,1;84;
151902;2018010217;171;17,1;85;
151903;2018010216;171;17,1;85;
151904;2018010215;171;17,1;85;
151905;2018010214;171;17,1;83;
151906;2018010213;171;17,1;87;
151907;2018010212;171;17,1;92;
151908;2018010211;171;17,1;91;
151909;2018010210;171;17,1;92;
151910;2018010209;171;17,1;92;
151911;2018010208;171;17,1;89;
151912;2018010207;171;17,1;93;
151913;2018010206;171;17,1;95;
151914;2018010205;171;17,1;96;
151915;2018010204;171;17,1;93;
151916;2018010203;171;17,1;93;
151917;2018010202;171;17,1;87;
151918;2018010201;171;17,1;75;
151919;2018010200;171;17,1;76;
151920;2018010123;171;17,1;78;
151921;2018010122;171;17,1;78;
151922;2018010121;171;17,1;78;
151923;2018010120;171;17,1;77;
151924;2018010119;171;17,1;74;
151925;2018010118;171;17,1;67;
151926;2018010117;171;17,1;66;
151927;2018010116;171;17,1;58;
151928;2018010115;171;17,1;56;
151929;2018010114;171;17,1;52;
151930;2018010113;171;17,1;54;
151931;2018010112;171;17,1;58;
151932;2018010111;171;17,1;60;
151933;2018010110;171;17,1;60;
151934;2018010109;171;17,1;68;
151935;2018010108;171;17,1;63;
151936;2018010107;171;17,1;59;
151937;2018010106;171;17,1;75;
151938;2018010105;171;17,1;72;
151939;2018010104;171;17,1;68;
151940;2018010103;171;17,1;69;
151941;2018010102;171;17,1;69;
151942;2018010101;171;17,1;67;
151943;2018010100;171;17,1;70;
151944;2017123123;171;17,1;71;
151945;2017123122;171;17,1;74;
151946;2017123121;171;17,1;76;
151947;2017123120;171;17,1;77;
151948;2017123119;171;17,1;77;
151949;2017123118;171;17,1;75;
151950;2017123117;171;17,1;78;
151951;2017123116;171;17,1;81;
151952;2017123115;171;17,1;85;
151953;2017123114;171;17,1;88;
151954;2017123113;171;17,1;96;
151955;2017123112;171;17,1;96;
151956;2017123111;171;17,1;96;
151957;2017123110;171;17,1;94;
151958;2017123109;171;17,1;82;
151959;2017123108;171;17,1;85;
151960;2017123107;171;17,1;85;
151961;2017123106;171;17,1;79;
151962;2017123105;171;17,1;78;
151963;2017123104;171;17,1;76;
151964;2017123103;171;17,1;76;
151965;2017123102;171;17,1;73;
151966;2017123101;171;17,1;70;
151967;2017123100;171;17,1;70;
151968;2017123023;171;17,1;78;
151969;2017123022;171;17,1;85;
151970;2017123021;171;17,1;89;
151971;2017123020;171;17,1;91;
151972;2017123019;171;17,1;94;
151973;2017123018;171;17,1;95;
151974;2017123017;171;17,1;95;
151975;2017123016;171;17,1;94;
151976;2017123015;171;17,1;87;
151977;2017123014;171;17,1;75;
151978;2017123013;171;17,1;76;
151979;2017123012;171;17,1;76;
151980;2017123011;171;17,1;76;
151981;2017123010;171;17,1;79;
151982;2017123009;171;17,1;81;
151983;2017123008;171;17,1;81;
151984;2017123007;171;17,1;78;
151985;2017123006;171;17,1;75;
151986;2017123005;171;17,1;76;
151987;2017123004;171;17,1;75;
151988;2017123003;171;17,1;75;
151989;2017123002;171;17,1;78;
151990;2017123001;171;17,1;78;
151991;2017123000;171;17,1;76;
151992;2017122923;171;17,1;75;
151993;2017122922;171;17,1;79;
151994;2017122921;171;17,1;77;
151995;2017122920;171;17,1;75;
151996;2017122919;171;17,1;75;
151997;2017122918;171;17,1;75;
151998;2017122917;171;17,1;74;
151999;2017122916;171;17,1;71;
152000;2017122915;171;17,1;66;
152001;2017122914;171;17,1;64;
152002;2017122913;171;17,1;63;
152003;2017122912;171;17,1;65;
152004;2017122911;171;17,1;68;
152005;2017122910;171;17,1;69;
152006;2017122909;171;17,1;72;
152007;2017122908;171;17,1;73;
152008;2017122907;171;17,1;74;
152009;2017122906;171;17,1;76;
152010;2017122905;171;17,1;75;
152011;2017122904;171;17,1;74;
152012;2017122903;171;17,1;72;
152013;2017122902;171;17,1;72;
152014;2017122901;171;17,1;72;
152015;2017122900;171;17,1;71;
152016;2017122823;171;17,1;71;
152017;2017122822;171;17,1;71;
152018;2017122821;171;17,1;70;
152019;2017122820;171;17,1;72;
152020;2017122819;171;17,1;72;
152021;2017122818;171;17,1;76;
152022;2017122817;171;17,1;77;
152023;2017122816;171;17,1;77;
152024;2017122815;171;17,1;78;
152025;2017122814;171;17,1;79;
152026;2017122813;171;17,1;80;
152027;2017122812;171;17,1;79;
152028;2017122811;171;17,1;79;
152029;2017122810;171;17,1;81;
152030;2017122809;171;17,1;80;
152031;2017122808;171;17,1;83;
152032;2017122807;171;17,1;83;
152033;2017122806;171;17,1;85;
152034;2017122805;171;17,1;79;
152035;2017122804;171;17,1;84;
152036;2017122803;171;17,1;84;
152037;2017122802;171;17,1;85;
152038;2017122801;171;17,1;86;
152039;2017122800;171;17,1;84;
152040;2017122723;171;17,1;85;
152041;2017122722;171;17,1;85;
152042;2017122721;171;17,1;84;
152043;2017122720;171;17,1;82;
152044;2017122719;171;17,1;79;
152045;2017122718;171;17,1;79;
152046;2017122717;171;17,1;75;
152047;2017122716;171;17,1;72;
152048;2017122715;171;17,1;69;
152049;2017122714;171;17,1;66;
152050;2017122713;171;17,1;65;
152051;2017122712;171;17,1;69;
152052;2017122711;171;17,1;72;
152053;2017122710;171;17,1;78;
152054;2017122709;171;17,1;82;
152055;2017122708;171;17,1;87;
152056;2017122707;171;17,1;87;
152057;2017122706;171;17,1;89;
152058;2017122705;171;17,1;88;
152059;2017122704;171;17,1;87;
152060;2017122703;171;17,1;88;
152061;2017122702;171;17,1;85;
152062;2017122701;171;17,1;83;
152063;2017122700;171;17,1;83;
152064;2017122623;171;17,1;80;
152065;2017122622;171;17,1;79;
152066;2017122621;171;17,1;78;
152067;2017122620;171;17,1;75;
152068;2017122619;171;17,1;70;
152069;2017122618;171;17,1;68;
152070;2017122617;171;17,1;72;
152071;2017122616;171;17,1;75;
152072;2017122615;171;17,1;73;
152073;2017122614;171;17,1;64;
152074;2017122613;171;17,1;64;
152075;2017122612;171;17,1;61;
152076;2017122611;171;17,1;64;
152077;2017122610;171;17,1;76;
152078;2017122609;171;17,1;79;
152079;2017122608;171;17,1;82;
152080;2017122607;171;17,1;83;
152081;2017122606;171;17,1;84;
152082;2017122605;171;17,1;83;
152083;2017122604;171;17,1;85;
152084;2017122603;171;17,1;86;
152085;2017122602;171;17,1;87;
152086;2017122601;171;17,1;86;
152087;2017122600;171;17,1;84;
152088;2017122523;171;17,1;80;
152089;2017122522;171;17,1;75;
152090;2017122521;171;17,1;73;
152091;2017122520;171;17,1;70;
152092;2017122519;171;17,1;71;
152093;2017122518;171;17,1;72;
152094;2017122517;171;17,1;73;
152095;2017122516;171;17,1;73;
152096;2017122515;171;17,1;74;
152097;2017122514;171;17,1;72;
152098;2017122513;171;17,1;65;
152099;2017122512;171;17,1;73;
152100;2017122511;171;17,1;70;
152101;2017122510;171;17,1;67;
152102;2017122509;171;17,1;71;
152103;2017122508;171;17,1;75;
152104;2017122507;171;17,1;77;
152105;2017122506;171;17,1;77;
152106;2017122505;171;17,1;71;
152107;2017122504;171;17,1;71;
152108;2017122503;171;17,1;73;
152109;2017122502;171;17,1;75;
152110;2017122501;171;17,1;76;
152111;2017122500;171;17,1;75;
152112;2017122423;171;17,1;76;
152113;2017122422;171;17,1;79;
152114;2017122421;171;17,1;77;
152115;2017122420;171;17,1;77;
152116;2017122419;171;17,1;77;
152117;2017122418;171;17,1;75;
152118;2017122417;171;17,1;74;
152119;2017122416;171;17,1;72;
152120;2017122415;171;17,1;74;
152121;2017122414;171;17,1;75;
152122;2017122413;171;17,1;77;
152123;2017122412;171;17,1;79;
152124;2017122411;171;17,1;79;
152125;2017122410;171;17,1;81;
152126;2017122409;171;17,1;81;
152127;2017122408;171;17,1;84;
152128;2017122407;171;17,1;82;
152129;2017122406;171;17,1;80;
152130;2017122405;171;17,1;79;
152131;2017122404;171;17,1;80;
152132;2017122403;172;17,2;80;
152133;2017122402;172;17,2;80;
152134;2017122401;172;17,2;80;
152135;2017122400;172;17,2;81;
152136;2017122323;172;17,2;81;
152137;2017122322;172;17,2;81;
152138;2017122321;172;17,2;82;
152139;2017122320;172;17,2;84;
152140;2017122319;172;17,2;87;
152141;2017122318;172;17,2;84;
152142;2017122317;172;17,2;84;
152143;2017122316;172;17,2;85;
152144;2017122315;172;17,2;86;
152145;2017122314;172;17,2;86;
152146;2017122313;172;17,2;90;
152147;2017122312;172;17,2;85;
152148;2017122311;172;17,2;88;
152149;2017122310;172;17,2;88;
152150;2017122309;172;17,2;86;
152151;2017122308;172;17,2;88;
152152;2017122307;172;17,2;88;
152153;2017122306;172;17,2;84;
152154;2017122305;172;17,2;84;
152155;2017122304;172;17,2;84;
152156;2017122303;172;17,2;83;
152157;2017122302;172;17,2;83;
152158;2017122301;172;17,2;85;
152159;2017122300;172;17,2;86;
152160;2017122223;172;17,2;84;
152161;2017122222;172;17,2;82;
152162;2017122221;172;17,2;82;
152163;2017122220;172;17,2;81;
152164;2017122219;172;17,2;82;
152165;2017122218;172;17,2;82;
152166;2017122217;172;17,2;82;
152167;2017122216;172;17,2;81;
152168;2017122215;172;17,2;77;
152169;2017122214;172;17,2;77;
152170;2017122213;172;17,2;79;
152171;2017122212;172;17,2;82;
152172;2017122211;172;17,2;83;
152173;2017122210;172;17,2;81;
152174;2017122209;172;17,2;83;
152175;2017122208;172;17,2;83;
152176;2017122207;172;17,2;83;
152177;2017122206;172;17,2;83;
152178;2017122205;172;17,2;86;
152179;2017122204;172;17,2;87;
152180;2017122203;172;17,2;86;
152181;2017122202;172;17,2;88;
152182;2017122201;172;17,2;90;
152183;2017122200;172;17,2;89;
152184;2017122123;172;17,2;88;
152185;2017122122;172;17,2;87;
152186;2017122121;172;17,2;87;
152187;2017122120;172;17,2;84;
152188;2017122119;172;17,2;84;
152189;2017122118;172;17,2;84;
152190;2017122117;172;17,2;85;
152191;2017122116;172;17,2;86;
152192;2017122115;172;17,2;86;
152193;2017122114;172;17,2;86;
152194;2017122113;172;17,2;87;
152195;2017122112;172;17,2;86;
152196;2017122111;172;17,2;87;
152197;2017122110;172;17,2;91;
152198;2017122109;172;17,2;96;
152199;2017122108;172;17,2;97;
152200;2017122107;172;17,2;96;
152201;2017122106;172;17,2;97;
152202;2017122105;172;17,2;98;
152203;2017122104;172;17,2;98;
152204;2017122103;172;17,2;97;
152205;2017122102;172;17,2;98;
152206;2017122101;172;17,2;97;
152207;2017122100;172;17,2;97;
152208;2017122023;172;17,2;97;
152209;2017122022;172;17,2;97;
152210;2017122021;172;17,2;95;
152211;2017122020;172;17,2;91;
152212;2017122019;172;17,2;89;
152213;2017122018;172;17,2;89;
152214;2017122017;172;17,2;89;
152215;2017122016;172;17,2;92;
152216;2017122015;172;17,2;94;
152217;2017122014;172;17,2;92;
152218;2017122013;172;17,2;91;
152219;2017122012;172;17,2;90;
152220;2017122011;172;17,2;89;
152221;2017122010;172;17,2;89;
152222;2017122009;172;17,2;89;
152223;2017122008;172;17,2;92;
152224;2017122007;172;17,2;91;
152225;2017122006;172;17,2;90;
152226;2017122005;172;17,2;92;
152227;2017122004;172;17,2;90;
152228;2017122003;172;17,2;91;
152229;2017122002;172;17,2;90;
152230;2017122001;172;17,2;86;
152231;2017122000;172;17,2;88;
152232;2017121923;172;17,2;86;
152233;2017121922;172;17,2;87;
152234;2017121921;172;17,2;87;
152235;2017121920;172;17,2;88;
152236;2017121919;172;17,2;88;
152237;2017121918;172;17,2;91;
152238;2017121917;172;17,2;92;
152239;2017121916;172;17,2;93;
152240;2017121915;172;17,2;96;
152241;2017121914;172;17,2;97;
152242;2017121913;172;17,2;95;
152243;2017121912;172;17,2;94;
152244;2017121911;172;17,2;94;
152245;2017121910;172;17,2;93;
152246;2017121909;172;17,2;90;
152247;2017121908;172;17,2;90;
152248;2017121907;172;17,2;86;
152249;2017121906;172;17,2;84;
152250;2017121905;172;17,2;83;
152251;2017121904;172;17,2;84;
152252;2017121903;172;17,2;87;
152253;2017121902;172;17,2;90;
152254;2017121901;172;17,2;90;
152255;2017121900;172;17,2;90;
152256;2017121823;172;17,2;94;
152257;2017121822;172;17,2;93;
152258;2017121821;172;17,2;90;
152259;2017121820;172;17,2;88;
152260;2017121819;172;17,2;85;
152261;2017121818;172;17,2;82;
152262;2017121817;172;17,2;78;
152263;2017121816;172;17,2;74;
152264;2017121815;172;17,2;66;
152265;2017121814;172;17,2;65;
152266;2017121813;172;17,2;61;
152267;2017121812;172;17,2;63;
152268;2017121811;172;17,2;68;
152269;2017121810;172;17,2;76;
152270;2017121809;172;17,2;80;
152271;2017121808;172;17,2;80;
152272;2017121807;172;17,2;78;
152273;2017121806;172;17,2;76;
152274;2017121805;172;17,2;77;
152275;2017121804;172;17,2;74;
152276;2017121803;172;17,2;74;
152277;2017121802;172;17,2;84;
152278;2017121801;172;17,2;77;
152279;2017121800;172;17,2;66;
152280;2017121723;172;17,2;68;
152281;2017121722;172;17,2;66;
152282;2017121721;172;17,2;73;
152283;2017121720;172;17,2;75;
152284;2017121719;172;17,2;78;
152285;2017121718;172;17,2;79;
152286;2017121717;172;17,2;81;
152287;2017121716;172;17,2;79;
152288;2017121715;172;17,2;79;
152289;2017121714;172;17,2;80;
152290;2017121713;172;17,2;82;
152291;2017121712;172;17,2;82;
152292;2017121711;172;17,2;86;
152293;2017121710;172;17,2;91;
152294;2017121709;172;17,2;89;
152295;2017121708;172;17,2;86;
152296;2017121707;172;17,2;88;
152297;2017121706;172;17,2;90;
152298;2017121705;172;17,2;86;
152299;2017121704;172;17,2;89;
152300;2017121703;172;17,2;87;
152301;2017121702;172;17,2;86;
152302;2017121701;172;17,2;85;
152303;2017121700;172;17,2;84;
152304;2017121623;172;17,2;85;
152305;2017121622;172;17,2;88;
152306;2017121621;172;17,2;86;
152307;2017121620;172;17,2;87;
152308;2017121619;172;17,2;87;
152309;2017121618;172;17,2;88;
152310;2017121617;172;17,2;90;
152311;2017121616;172;17,2;90;
152312;2017121615;172;17,2;92;
152313;2017121614;172;17,2;88;
152314;2017121613;172;17,2;85;
152315;2017121612;172;17,2;86;
152316;2017121611;172;17,2;85;
152317;2017121610;172;17,2;80;
152318;2017121609;172;17,2;84;
152319;2017121608;172;17,2;84;
152320;2017121607;172;17,2;85;
152321;2017121606;172;17,2;86;
152322;2017121605;172;17,2;86;
152323;2017121604;172;17,2;85;
152324;2017121603;172;17,2;83;
152325;2017121602;172;17,2;82;
152326;2017121601;172;17,2;80;
152327;2017121600;172;17,2;77;
152328;2017121523;172;17,2;83;
152329;2017121522;172;17,2;85;
152330;2017121521;172;17,2;85;
152331;2017121520;172;17,2;87;
152332;2017121519;172;17,2;88;
152333;2017121518;172;17,2;88;
152334;2017121517;172;17,2;89;
152335;2017121516;172;17,2;89;
152336;2017121515;172;17,2;93;
152337;2017121514;172;17,2;92;
152338;2017121513;172;17,2;92;
152339;2017121512;172;17,2;89;
152340;2017121511;172;17,2;87;
152341;2017121510;172;17,2;86;
152342;2017121509;172;17,2;91;
152343;2017121508;172;17,2;92;
152344;2017121507;172;17,2;91;
152345;2017121506;172;17,2;91;
152346;2017121505;172;17,2;93;
152347;2017121504;172;17,2;92;
152348;2017121503;172;17,2;92;
152349;2017121502;172;17,2;88;
152350;2017121501;172;17,2;86;
152351;2017121500;172;17,2;85;
152352;2017121423;172;17,2;86;
152353;2017121422;172;17,2;90;
152354;2017121421;172;17,2;92;
152355;2017121420;172;17,2;90;
152356;2017121419;172;17,2;87;
152357;2017121418;172;17,2;92;
152358;2017121417;172;17,2;91;
152359;2017121416;172;17,2;81;
152360;2017121415;172;17,2;75;
152361;2017121414;172;17,2;73;
152362;2017121413;172;17,2;79;
152363;2017121412;172;17,2;76;
152364;2017121411;172;17,2;76;
152365;2017121410;172;17,2;80;
152366;2017121409;172;17,2;82;
152367;2017121408;172;17,2;83;
152368;2017121407;172;17,2;84;
152369;2017121406;172;17,2;84;
152370;2017121405;172;17,2;85;
152371;2017121404;172;17,2;90;
152372;2017121403;172;17,2;95;
152373;2017121402;172;17,2;93;
152374;2017121401;172;17,2;87;
152375;2017121400;172;17,2;89;
152376;2017121323;172;17,2;89;
152377;2017121322;172;17,2;91;
152378;2017121321;172;17,2;95;
152379;2017121320;172;17,2;94;
152380;2017121319;172;17,2;87;
152381;2017121318;172;17,2;82;
152382;2017121317;172;17,2;65;
152383;2017121316;172;17,2;65;
152384;2017121315;172;17,2;68;
152385;2017121314;172;17,2;67;
152386;2017121313;172;17,2;65;
152387;2017121312;172;17,2;66;
152388;2017121311;172;17,2;69;
152389;2017121310;172;17,2;71;
152390;2017121309;172;17,2;75;
152391;2017121308;172;17,2;84;
152392;2017121307;172;17,2;85;
152393;2017121306;172;17,2;83;
152394;2017121305;172;17,2;86;
152395;2017121304;172;17,2;85;
152396;2017121303;172;17,2;81;
152397;2017121302;172;17,2;80;
152398;2017121301;172;17,2;87;
152399;2017121300;172;17,2;84;
152400;2017121223;172;17,2;85;
152401;2017121222;172;17,2;85;
152402;2017121221;172;17,2;87;
152403;2017121220;172;17,2;86;
152404;2017121219;172;17,2;85;
152405;2017121218;172;17,2;89;
152406;2017121217;172;17,2;86;
152407;2017121216;172;17,2;83;
152408;2017121215;172;17,2;76;
152409;2017121214;172;17,2;71;
152410;2017121213;172;17,2;72;
152411;2017121212;172;17,2;76;
152412;2017121211;172;17,2;78;
152413;2017121210;172;17,2;70;
152414;2017121209;172;17,2;71;
152415;2017121208;172;17,2;69;
152416;2017121207;172;17,2;69;
152417;2017121206;172;17,2;76;
152418;2017121205;172;17,2;79;
152419;2017121204;172;17,2;82;
152420;2017121203;172;17,2;88;
152421;2017121202;172;17,2;93;
152422;2017121201;172;17,2;92;
152423;2017121200;172;17,2;90;
152424;2017121123;173;17,3;92;
152425;2017121122;173;17,3;91;
152426;2017121121;173;17,3;90;
152427;2017121120;173;17,3;93;
152428;2017121119;173;17,3;95;
152429;2017121118;173;17,3;93;
152430;2017121117;173;17,3;91;
152431;2017121116;173;17,3;87;
152432;2017121115;173;17,3;81;
152433;2017121114;173;17,3;83;
152434;2017121113;173;17,3;80;
152435;2017121112;173;17,3;79;
152436;2017121111;173;17,3;79;
152437;2017121110;173;17,3;77;
152438;2017121109;173;17,3;75;
152439;2017121108;173;17,3;76;
152440;2017121107;173;17,3;74;
152441;2017121106;173;17,3;71;
152442;2017121105;173;17,3;75;
152443;2017121104;173;17,3;86;
152444;2017121103;173;17,3;87;
152445;2017121102;173;17,3;91;
152446;2017121101;173;17,3;93;
152447;2017121100;173;17,3;94;
152448;2017121023;173;17,3;96;
152449;2017121022;173;17,3;97;
152450;2017121021;173;17,3;95;
152451;2017121020;173;17,3;89;
152452;2017121019;173;17,3;89;
152453;2017121018;173;17,3;91;
152454;2017121017;173;17,3;64;
152455;2017121016;173;17,3;62;
152456;2017121015;173;17,3;66;
152457;2017121014;173;17,3;64;
152458;2017121013;173;17,3;66;
152459;2017121012;173;17,3;67;
